DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2009-9323-IND,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Bongaigaon, Cachar, Dhuburi, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Barpeta, Darrang, Dhemaji, Dibrugarh, Karimganj, Nalbari, North Cachar Hills, Sonitpur, Tinsukia districts (Assam province), Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahaul and Spiti, Mandi, Shimla, Sirmaur, Solan, Una districts (Himachal Pradesh province), Chatra, Garhwa, Latehar, Palamu, Dumka, Deoghar, Giridih, Godda, Jamtara, Pakur, Sahibganj, Bokaro, Dhanbad, Purba Singhbhum, Gumla, Hazaribag, Koderma, Lohardaga, Ranchi, Simdega, Saraikela Kharsawan, Pashchim Singhbhum districts (Jharkhand province), Bishnupur, Chandel, Churachandpur, East Imphal, West Imphal, Senapati, Tamenglong, Thoubal, Ukhrul districts (Manipur province), Dimapur, Kohima, Phek, Mokokchung, Mon, Tuensang, Wokha, Zunheboto districts (Nagaland province), Ambedkar Nagar, Ballia, Bareilly, Basti, Deoria, Farrukkhabad, Fatehpur, Ghazipur, Hardoi, Hathras, Jaunpur, Kannauj, Kanpur Dehat, Mainpuri, Mau, Rae Bareli, Sultanpur, Sant Kabir Nagar, Unnao, Agra, Shahjahanpur, Faizabad, Meerut, Mahoba, Aligarh, Jyotiba Phule Nagar, Balrampur, Etah, Rampur, Ghaziabad, Gautam Buddha Nagar, Banda, Mathura, Allahabad, Auraiya, Jalaun, Varanasi, Chandauli, Moradabad, Azamgarh, Siddharth Nagar, Badaun, Sitapur, Firozabad, Saharanpur, Chitrakoot, Etawah, Bulandshahr, Kaushambi, Pilibhit, Muzaffarnagar, Kushinagar, Jhansi, Lucknow, Bijnor, Mirzapur districts (Uttar Pradesh province), Patna, Nalanda, Gaya, Buxar, Bhojpur, Rohtas, Bhabua, Siwan, Nawada, Munger, Aurangabad, Sheikhpura, Lakhisarai, Jamui, Bhagalpur, Banka, Saran, Jehanabad, Muzaffarpur, Sitamarhi, Begusarai, Madhepura, Kishanganj, Katihar, Vaishali districts (Bihar province), Bangalore Urban, Bangalore Rural, Kolar, Tumkur, Chitradurga, Davanagere, Chamrajnagar, Mysore, Mandya, Bellary, Koppal, Raichur, Gulbarga, Bidar, Belgaum, Bagalkot, Bijapur, Gadag districts (Karnataka province), Nanded, Latur, Aurangabad, Jalna, Bid, Parbhani, Osmanabad, Hingoli, Chandrapur, Yavatmal, Wardha, Thane, Raigarh, Nandurbar, Jalgaon, Amravati, Buldana, Washim, Garhchiroli, Pune, Satara, Sangli, Solapur, Kolhapur, Nashik, Dhule, Ahmednagar, Akola districts (Maharasthra province), Rewa, Satna, Sidhi, Shahdol, Anuppur, Umaria, Dindori, Jabalpur, Katni, Balaghat, Narsinghpur, Mandla, Sagar, Panna, Tikamgarh, Chhatarpur, Raisen, Vidisha, Damoh, Sehore, Gwalior, Guna, Ashoknagar, Shivpuri, Datia, Bhind, Morena, Sheopur, Shajapur, Dewas, Ratlam, East Nimar, Burhanpur, Barwani, Jhabua districts (Madhya Pradesh province), Ajmer, Alwar, Banswara, Barmer, Bhilwara, Bikaner, Bundi, Chittaurgarh, Churu, Dausa, Dungarpur, Ganganagar, Hanumangarh, Jaipur, Jaisalmer, Jalor, Jhunjhunu, Jodhpur, Nagaur, Pali, Rajsamand, Sawai Madhopur, Sikar, Sirohi, Tonk, Udaipur districts (Rajasthan province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,7.0,15.0,2009,8.0,16.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17584,""adm2_name"":""Karbi Anglong""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17591,""adm2_name"":""North Cachar Hills""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70088,""adm2_name"":""Hailakandi""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70090,""adm2_name"":""Kokrajhar""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""},{""adm2_code"":17666,""adm2_name"":""Bilaspur""},{""adm2_code"":17667,""adm2_name"":""Chamba""},{""adm2_code"":17668,""adm2_name"":""Hamirpur""},{""adm2_code"":17669,""adm2_name"":""Kangra""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17671,""adm2_name"":""Kullu""},{""adm2_code"":17672,""adm2_name"":""Lahul and Spiti""},{""adm2_code"":17673,""adm2_name"":""Mandi""},{""adm2_code"":17674,""adm2_name"":""Shimla""},{""adm2_code"":17675,""adm2_name"":""Sirmaur""},{""adm2_code"":17676,""adm2_name"":""Solan""},{""adm2_code"":17677,""adm2_name"":""Una""},{""adm2_code"":17679,""adm2_name"":""Belgaum""},{""adm2_code"":17680,""adm2_name"":""Bellary""},{""adm2_code"":17681,""adm2_name"":""Bidar""},{""adm2_code"":17682,""adm2_name"":""Bijapur""},{""adm2_code"":17687,""adm2_name"":""Gulbarga""},{""adm2_code"":17690,""adm2_name"":""Kolar""},{""adm2_code"":17691,""adm2_name"":""Mandya""},{""adm2_code"":17692,""adm2_name"":""Mysore""},{""adm2_code"":17693,""adm2_name"":""Raichur""},{""adm2_code"":17695,""adm2_name"":""Tumkur""},{""adm2_code"":70157,""adm2_name"":""Bagalkot""},{""adm2_code"":70158,""adm2_name"":""Bangalore Rural""},{""adm2_code"":70159,""adm2_name"":""Bangalore Urban""},{""adm2_code"":70160,""adm2_name"":""Chamrajnagar""},{""adm2_code"":70161,""adm2_name"":""Chitradurga""},{""adm2_code"":70162,""adm2_name"":""Davanagere""},{""adm2_code"":70163,""adm2_name"":""Gadag""},{""adm2_code"":70165,""adm2_name"":""Koppal""},{""adm2_code"":17758,""adm2_name"":""Akola""},{""adm2_code"":17759,""adm2_name"":""Amravati""},{""adm2_code"":17762,""adm2_name"":""Buldana""},{""adm2_code"":17763,""adm2_name"":""Chandrapur""},{""adm2_code"":17764,""adm2_name"":""Dhule""},{""adm2_code"":17765,""adm2_name"":""Garhchiroli""},{""adm2_code"":17767,""adm2_name"":""Jalgaon""},{""adm2_code"":17769,""adm2_name"":""Kolhapur""},{""adm2_code"":17770,""adm2_name"":""Latur""},{""adm2_code"":17772,""adm2_name"":""Nanded""},{""adm2_code"":17773,""adm2_name"":""Nashik""},{""adm2_code"":17774,""adm2_name"":""Osmanabad""},{""adm2_code"":17776,""adm2_name"":""Pune""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17780,""adm2_name"":""Sangli""},{""adm2_code"":17781,""adm2_name"":""Satara""},{""adm2_code"":17782,""adm2_name"":""Solapur""},{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":17784,""adm2_name"":""Wardha""},{""adm2_code"":17785,""adm2_name"":""Yavatmal""},{""adm2_code"":17786,""adm2_name"":""Aurangabad""},{""adm2_code"":70178,""adm2_name"":""Ahmednagar""},{""adm2_code"":70179,""adm2_name"":""Bid""},{""adm2_code"":70181,""adm2_name"":""Hingoli""},{""adm2_code"":70182,""adm2_name"":""Jalna""},{""adm2_code"":70185,""adm2_name"":""Nandurbar""},{""adm2_code"":70186,""adm2_name"":""Parbhani""},{""adm2_code"":70187,""adm2_name"":""Washim""},{""adm2_code"":70188,""adm2_name"":""Bishnupur""},{""adm2_code"":70189,""adm2_name"":""Chandel""},{""adm2_code"":70190,""adm2_name"":""Churachandpur""},{""adm2_code"":70191,""adm2_name"":""East Imphal""},{""adm2_code"":70192,""adm2_name"":""Senapati""},{""adm2_code"":70193,""adm2_name"":""Tamenglong""},{""adm2_code"":70194,""adm2_name"":""Thoubal""},{""adm2_code"":70195,""adm2_name"":""Ukhrul""},{""adm2_code"":70196,""adm2_name"":""West Imphal""},{""adm2_code"":17801,""adm2_name"":""Kohima""},{""adm2_code"":17802,""adm2_name"":""Mokokchung""},{""adm2_code"":17803,""adm2_name"":""Mon""},{""adm2_code"":17804,""adm2_name"":""Phek""},{""adm2_code"":17805,""adm2_name"":""Tuensang""},{""adm2_code"":17806,""adm2_name"":""Wokha""},{""adm2_code"":17807,""adm2_name"":""Zunheboto""},{""adm2_code"":70205,""adm2_name"":""Dimapur""},{""adm2_code"":17834,""adm2_name"":""Ajmer""},{""adm2_code"":17835,""adm2_name"":""Alwar""},{""adm2_code"":17836,""adm2_name"":""Banswara""},{""adm2_code"":17837,""adm2_name"":""Barmer""},{""adm2_code"":17839,""adm2_name"":""Bhilwara""},{""adm2_code"":17840,""adm2_name"":""Bikaner""},{""adm2_code"":17841,""adm2_name"":""Bundi""},{""adm2_code"":17842,""adm2_name"":""Chittaurgarh""},{""adm2_code"":17843,""adm2_name"":""Churu""},{""adm2_code"":17845,""adm2_name"":""Dungarpur""},{""adm2_code"":17846,""adm2_name"":""Ganganagar""},{""adm2_code"":17847,""adm2_name"":""Jaipur""},{""adm2_code"":17848,""adm2_name"":""Jaisalmer""},{""adm2_code"":17849,""adm2_name"":""Jalor""},{""adm2_code"":17851,""adm2_name"":""Jhunjhunun""},{""adm2_code"":17852,""adm2_name"":""Jodhpur""},{""adm2_code"":17854,""adm2_name"":""Nagaur""},{""adm2_code"":17855,""adm2_name"":""Pali""},{""adm2_code"":17856,""adm2_name"":""Sawai Madhopur""},{""adm2_code"":17857,""adm2_name"":""Sikar""},{""adm2_code"":17858,""adm2_name"":""Sirohi""},{""adm2_code"":17859,""adm2_name"":""Tonk""},{""adm2_code"":17860,""adm2_name"":""Udaipur""},{""adm2_code"":70237,""adm2_name"":""Dausa""},{""adm2_code"":70238,""adm2_name"":""Hanumangarh""},{""adm2_code"":70240,""adm2_name"":""Rajsamand""},{""adm2_code"":17594,""adm2_name"":""Aurangabad""},{""adm2_code"":17595,""adm2_name"":""Begusarai""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17601,""adm2_name"":""Gaya""},{""adm2_code"":17607,""adm2_name"":""Jehanabad""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17612,""adm2_name"":""Madhepura""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17614,""adm2_name"":""Munger""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17616,""adm2_name"":""Nawada""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17623,""adm2_name"":""Rohtas""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17631,""adm2_name"":""Siwan""},{""adm2_code"":17632,""adm2_name"":""Vaishali""},{""adm2_code"":70095,""adm2_name"":""Banka""},{""adm2_code"":70096,""adm2_name"":""Bhabua""},{""adm2_code"":70097,""adm2_name"":""Bhojpur""},{""adm2_code"":70098,""adm2_name"":""Buxar""},{""adm2_code"":70099,""adm2_name"":""Jamui""},{""adm2_code"":70100,""adm2_name"":""Kishanganj""},{""adm2_code"":70101,""adm2_name"":""Lakhisarai""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":17600,""adm2_name"":""Deoghar""},{""adm2_code"":17603,""adm2_name"":""Godda""},{""adm2_code"":17610,""adm2_name"":""Lohardaga""},{""adm2_code"":17622,""adm2_name"":""Ranchi""},{""adm2_code"":70139,""adm2_name"":""Bokaro""},{""adm2_code"":70140,""adm2_name"":""Chatra""},{""adm2_code"":70141,""adm2_name"":""Dhanbad""},{""adm2_code"":70142,""adm2_name"":""Dumka""},{""adm2_code"":70143,""adm2_name"":""Garhwa""},{""adm2_code"":70144,""adm2_name"":""Giridih""},{""adm2_code"":70145,""adm2_name"":""Gumla""},{""adm2_code"":70146,""adm2_name"":""Hazaribag""},{""adm2_code"":70147,""adm2_name"":""Jamtara""},{""adm2_code"":70148,""adm2_name"":""Koderma""},{""adm2_code"":70149,""adm2_name"":""Latehar""},{""adm2_code"":70150,""adm2_name"":""Pakur""},{""adm2_code"":70151,""adm2_name"":""Palamu""},{""adm2_code"":70152,""adm2_name"":""Pashchim Singhbhum""},{""adm2_code"":70153,""adm2_name"":""Purba Singhbhum""},{""adm2_code"":70154,""adm2_name"":""Sahibganj""},{""adm2_code"":70155,""adm2_name"":""Saraikela Kharsawan""},{""adm2_code"":70156,""adm2_name"":""Simdega""},{""adm2_code"":17712,""adm2_name"":""Balaghat""},{""adm2_code"":17715,""adm2_name"":""Bhind""},{""adm2_code"":17718,""adm2_name"":""Chhatarpur""},{""adm2_code"":17720,""adm2_name"":""Damoh""},{""adm2_code"":17721,""adm2_name"":""Datia""},{""adm2_code"":17722,""adm2_name"":""Dewas""},{""adm2_code"":17725,""adm2_name"":""East Nimar""},{""adm2_code"":17726,""adm2_name"":""Guna""},{""adm2_code"":17727,""adm2_name"":""Gwalior""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17731,""adm2_name"":""Jhabua""},{""adm2_code"":17732,""adm2_name"":""Mandla""},{""adm2_code"":17734,""adm2_name"":""Morena""},{""adm2_code"":17735,""adm2_name"":""Narsinghpur""},{""adm2_code"":17736,""adm2_name"":""Panna""},{""adm2_code"":17739,""adm2_name"":""Raisen""},{""adm2_code"":17742,""adm2_name"":""Ratlam""},{""adm2_code"":17743,""adm2_name"":""Rewa""},{""adm2_code"":17744,""adm2_name"":""Sagar""},{""adm2_code"":17745,""adm2_name"":""Satna""},{""adm2_code"":17746,""adm2_name"":""Sehore""},{""adm2_code"":17748,""adm2_name"":""Shahdol""},{""adm2_code"":17749,""adm2_name"":""Shajapur""},{""adm2_code"":17750,""adm2_name"":""Shivpuri""},{""adm2_code"":17751,""adm2_name"":""Sidhi""},{""adm2_code"":17753,""adm2_name"":""Tikamgarh""},{""adm2_code"":17755,""adm2_name"":""Vidisha""},{""adm2_code"":70168,""adm2_name"":""Anuppur""},{""adm2_code"":70169,""adm2_name"":""Ashoknagar""},{""adm2_code"":70170,""adm2_name"":""Barwani""},{""adm2_code"":70171,""adm2_name"":""Burhanpur""},{""adm2_code"":70172,""adm2_name"":""Dindori""},{""adm2_code"":70174,""adm2_name"":""Katni""},{""adm2_code"":70176,""adm2_name"":""Sheopur""},{""adm2_code"":70177,""adm2_name"":""Umaria""},{""adm2_code"":17888,""adm2_name"":""Agra""},{""adm2_code"":17889,""adm2_name"":""Aligarh""},{""adm2_code"":17890,""adm2_name"":""Allahabad""},{""adm2_code"":17892,""adm2_name"":""Azamgarh""},{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":17895,""adm2_name"":""Banda""},{""adm2_code"":17897,""adm2_name"":""Bareilly""},{""adm2_code"":17898,""adm2_name"":""Basti""},{""adm2_code"":17899,""adm2_name"":""Bijnor""},{""adm2_code"":17901,""adm2_name"":""Bulandshahr""},{""adm2_code"":17904,""adm2_name"":""Deoria""},{""adm2_code"":17905,""adm2_name"":""Etah""},{""adm2_code"":17906,""adm2_name"":""Etawah""},{""adm2_code"":17907,""adm2_name"":""Faizabad""},{""adm2_code"":17908,""adm2_name"":""Farrukhabad""},{""adm2_code"":17909,""adm2_name"":""Fatehpur""},{""adm2_code"":17911,""adm2_name"":""Ghaziabad""},{""adm2_code"":17912,""adm2_name"":""Ghazipur""},{""adm2_code"":17916,""adm2_name"":""Hardoi""},{""adm2_code"":17917,""adm2_name"":""Jalaun""},{""adm2_code"":17918,""adm2_name"":""Jaunpur""},{""adm2_code"":17919,""adm2_name"":""Jhansi""},{""adm2_code"":17923,""adm2_name"":""Lucknow""},{""adm2_code"":17924,""adm2_name"":""Mainpuri""},{""adm2_code"":17925,""adm2_name"":""Mathura""},{""adm2_code"":17926,""adm2_name"":""Meerut""},{""adm2_code"":17927,""adm2_name"":""Mirzapur""},{""adm2_code"":17928,""adm2_name"":""Moradabad""},{""adm2_code"":17929,""adm2_name"":""Muzaffarnagar""},{""adm2_code"":17931,""adm2_name"":""Pilibhit""},{""adm2_code"":17934,""adm2_name"":""Rae Bareli""},{""adm2_code"":17935,""adm2_name"":""Rampur""},{""adm2_code"":17936,""adm2_name"":""Saharanpur""},{""adm2_code"":17937,""adm2_name"":""Shahjahanpur""},{""adm2_code"":17938,""adm2_name"":""Sitapur""},{""adm2_code"":17939,""adm2_name"":""Sultanpur""},{""adm2_code"":17941,""adm2_name"":""Unnao""},{""adm2_code"":17943,""adm2_name"":""Varanasi""},{""adm2_code"":70257,""adm2_name"":""Ambedkar Nagar""},{""adm2_code"":70258,""adm2_name"":""Auraiya""},{""adm2_code"":70259,""adm2_name"":""Badaun""},{""adm2_code"":70261,""adm2_name"":""Balrampur""},{""adm2_code"":70262,""adm2_name"":""Chandauli""},{""adm2_code"":70263,""adm2_name"":""Chitrakoot""},{""adm2_code"":70264,""adm2_name"":""Firozabad""},{""adm2_code"":70265,""adm2_name"":""Gautam Buddha Nagar""},{""adm2_code"":70266,""adm2_name"":""Hathras""},{""adm2_code"":70267,""adm2_name"":""Jyotiba Phule Nagar""},{""adm2_code"":70268,""adm2_name"":""Kannauj""},{""adm2_code"":70269,""adm2_name"":""Kanpur Dehat""},{""adm2_code"":70270,""adm2_name"":""Kaushambi""},{""adm2_code"":70271,""adm2_name"":""Kushinagar""},{""adm2_code"":70273,""adm2_name"":""Mahoba""},{""adm2_code"":70274,""adm2_name"":""Mau""},{""adm2_code"":70275,""adm2_name"":""Sant Kabir Nagar""},{""adm2_code"":70278,""adm2_name"":""Siddharth Nagar""}]",2009-12-08,2023-09-25,2009-07-15,2009-08-16,0.3592279055925413,3
2009-9655-CHN,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Yunnan Sheng, Guizhou Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces",Low precipitations,Water shortage,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,10.0,15.0,2010,5.0,16.0,-0.051048969604948785,44.0,60000000.0,3000.0,6.597440818017689,10000000.0,10411641.0,147000.0,199782.0,3600000.0,5112993.0,70.40886175693409,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2011-01-10,2023-09-25,2009-10-15,2010-05-16,3.7947976337625517,4
2009-9660-NPL,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,NPL,28,Southern Asia,0,"Far Western, Mid Western provinces",Heavy rains,Food shortage,Yes,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,7.0,15.0,2009,7.0,16.0,-0.051048969604948785,44.0,303000.0,3000.0,-0.07314063600488985,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":2154,""adm1_name"":""Far Western""},{""adm1_code"":2155,""adm1_name"":""Mid Western""}]",2010-08-16,2023-09-25,2009-07-15,2009-07-16,-0.22918458928740526,3
2009-9661-KGZ,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,KGZ,21,Central Asia,0,"Batken, Bishkek, Jalal-Abad, Naryn, Osh, Talas, Ysyk-Kol provinces",Heavy rains,Food shortage,Yes,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,7.0,15.0,2009,7.0,16.0,-0.051048969604948785,44.0,2000000.0,3000.0,0.11648324337726196,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":1746,""adm1_name"":""Batken""},{""adm1_code"":1748,""adm1_name"":""Jalal-Abad""},{""adm1_code"":1749,""adm1_name"":""Naryn""},{""adm1_code"":1750,""adm1_name"":""Osh""},{""adm1_code"":1751,""adm1_name"":""Talas""},{""adm1_code"":1752,""adm1_name"":""Ysyk-Kol""},{""adm1_code"":147293,""adm1_name"":""Bishkek""}]",2010-08-16,2023-09-25,2009-07-15,2009-07-16,-0.22918458928740526,3
2010-0002-TJK,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:EQ-2010-000001,Dengue,TJK,40,Central Asia,0,"Uskrogh, Rogh, Payshanbeobod, Gishkhun, Dashtirogh, Rokharv, Punichuguni Jamak villages (Vanchskiy district, Badakhshoni province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17689515786218907,Moment Magnitude,1.7949315350147674,-1.785844373168372,Yangtze river,2010,1.0,2.0,2010,1.0,2.0,-0.051048969604948785,44.0,6706.0,1134.0,-0.1061220056209393,10000000.0,10411641.0,147000.0,199782.0,1500.0,2096.0,71.56359557518887,"[{""adm2_code"":37581,""adm2_name"":""Vanchskiy""}]",2010-02-03,2023-09-25,2010-01-02,2010-01-02,-0.248165637509339,1
2010-0012-PAK,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:LS-2010-000004,Dengue,PAK,30,Southern Asia,0,Administrative unit not available district (Jammu and Kashmir province),Heavy snowfall,"Slide (land, mud, snow, rock)",Yes,No,No,100.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2010,1.0,4.0,2010,1.0,4.0,-0.05055691793454813,44.0,26700.0,3000.0,-0.10401457700270278,10000000.0,10411641.0,147000.0,199782.0,18000.0,25152.0,71.56359557518887,"[{""adm2_code"":40421,""adm2_name"":""Administrative unit not available""}]",2014-05-12,2023-09-25,2010-01-04,2010-01-04,-0.248165637509339,1
2010-0018-IRN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000h678,Dengue,IRN,14,Southern Asia,0,Andimeshk district (Khuzestan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1769004471744923,Moment Magnitude,0.9996854509202115,-3.3517566922369646,Yangtze river,2010,1.0,16.0,2010,1.0,17.0,-0.051048969604948785,44.0,750.0,3000.0,-0.10691424681411518,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,71.56359557518887,"[{""adm2_code"":40873,""adm2_name"":""Andimeshk""}]",2010-02-03,2023-09-25,2010-01-16,2010-01-17,-0.22918458928740526,1
2010-0020-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,PHL,31,South-eastern Asia,0,"Jabonga, Las Nieves, Santiago areas (Agusan del Norte district, Region XIII province), Mainit area (Surigao Del Norte district, Region XIII province), Prosperidad, San Francisco areas (Agusan del Sur district, Region XIII province), Cagdianao, Loreto areas (Dinagat district, Region XIII province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2010,1.0,14.0,2010,1.0,17.0,-0.05473935713295364,44.0,40198.0,3000.0,-0.10250630173817699,10000000.0,10411641.0,147000.0,199782.0,22.0,31.0,71.56359557518887,"[{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":24276,""adm2_name"":""Agusan Del Sur""},{""adm2_code"":67168,""adm2_name"":""Dinagat""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""}]",2010-02-03,2023-09-25,2010-01-14,2010-01-17,-0.19122249284353773,1
2010-0021-ISR,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:FL-2010-000012,Dengue,ISR,16,Western Asia,0,Southern District province,Heavy rains,Lightening,No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2010,1.0,19.0,2010,1.0,19.0,-0.05473935713295364,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,71.56359557518887,"[{""adm1_code"":1614,""adm1_name"":""Southern District""}]",2010-02-03,2023-09-25,2010-01-19,2010-01-19,-0.248165637509339,1
2010-0021-PSE,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:FL-2010-000012,Dengue,PSE,37,Western Asia,0,Khan Yunis province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2010,1.0,18.0,2010,1.0,19.0,-0.051048969604948785,44.0,22200.0,500.0,-0.10694218197607484,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,71.56359557518887,"[{""adm1_code"":1294,""adm1_name"":""Khan Yunis""}]",2010-02-24,2023-09-25,2010-01-18,2010-01-19,-0.22918458928740526,1
2010-0026-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,Jawa Timur province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Kali Kedung river,2010,1.0,11.0,2010,1.0,11.0,-0.05400127962735267,44.0,28500.0,3000.0,-0.10381344383659326,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,71.56359557518887,"[{""adm1_code"":1521,""adm1_name"":""Jawa Timur""}]",2010-02-02,2023-09-25,2010-01-11,2010-01-11,-0.248165637509339,1
